choice	experiment_id	weight	p_zone	a_zone	outward_period	return_period	purpose	CarOwnershipConstant23	WAWE_Cost_Outward	KAWE_Cost_Outward	Bicycle_Cost_Outward	Walk_Cost_Return	Car_Cost_Return	Car_Cost_Outward	WAPE_Cost_Return	Bicycle_Cost_Return	a_CBDNonCore	WAWE_Cost_Return	Walk_Cost_Outward	a_CBDCore	CarOwnershipConstant0	PAWE_Cost_Outward	a_OuterFrame	WAKE_Cost_Return	a_CBDFrame	Bicycle_av	Car_av	PT_Kiss_Access_av	PT_Park_Access_av	PT_Walk_Access_av	Walk_av
5	12593	65.2529373794163	1836	513	15	0	1001	1	6818.1025390625	5940.52783203125	5305.15234375	0.0	0.0	2247.73266601562	0.0	0.0	0	0.0	22197.1171875	0	0	5993.46435546875	0	0.0	0	1	1	1	1	1	1
2	12594	164.480870267049	385	2500	0	15	1001	1	0.0	0.0	0.0	4558.46337890625	514.41162109375	0.0	1836.82104492188	1139.61596679688	0	2244.1796875	0.0	0	0	0.0	0	1836.82104492188	0	1	1	1	1	1	1
5	12595	158.609662733561	385	190	0	15	1001	1	0.0	0.0	0.0	2546.30419921875	360.510620117188	0.0	1698.53698730469	636.576049804688	0	1859.94396972656	0.0	0	0	0.0	0	1698.53698730469	1	1	1	1	1	1	1
5	12596	70.0238656886474	297	13	0	15	1001	0	0.0	0.0	0.0	1281.59985351562	188.604278564453	0.0	948.972229003906	256.319946289062	0	950.717712402344	0.0	1	0	0.0	0	953.758972167969	0	1	1	1	1	1	1
2	12597	10.0640521866019	1482	1376	15	0	1001	1	2829.10009765625	2892.76879882812	1296.19213867188	0.0	0.0	581.71142578125	0.0	0.0	0	0.0	5184.767578125	0	0	2921.88549804688	0	0.0	0	1	1	1	1	1	1
2	12598	117.556098942194	1482	2545	0	15	1001	1	0.0	0.0	0.0	16490.884765625	1518.27368164062	0.0	4580.3505859375	4098.623046875	0	5233.86962890625	0.0	0	0	0.0	0	4580.3505859375	0	1	1	1	1	1	1
2	12599	44.0491679761284	1482	1151	0	15	1001	1	0.0	0.0	0.0	12709.6328125	1279.50219726562	0.0	4232.8603515625	3177.408203125	0	5131.87841796875	0.0	0	0	0.0	0	4232.8603515625	0	1	1	1	1	1	1
2	12600	60.0749917789754	1482	997	0	15	1001	1	0.0	0.0	0.0	10434.8134765625	1230.47961425781	0.0	3225.74633789062	2608.7041015625	0	4155.29296875	0.0	0	0	0.0	0	3225.74633789062	0	1	1	1	1	1	1
2	12601	71.965855512931	926	938	0	15	1001	1	0.0	0.0	0.0	663.16796875	85.4831695556641	0.0	1697.76281738281	165.7919921875	0	1359.66564941406	0.0	0	0	0.0	0	1697.76281738281	0	1	1	1	1	1	1
2	12602	44.0491679761284	1472	1538	0	15	1001	1	0.0	0.0	0.0	3274.75244140625	379.687286376953	0.0	1535.83666992188	818.68798828125	0	3571.22241210938	0.0	0	0	0.0	0	1535.83666992188	0	1	1	1	1	1	1
